,paper_id,category,year,keywords,cited_by
656,10.1016/j.sysarc.2021.102276,MLAccelerator,2021,computing techniques constrained increasingly movement architectures accelerating applications systems present,1
661,10.1109/TVLSI.2019.2897650,MLAccelerator,2019,heterogeneous accelerators consisting applications determining specialization possible making computing programmability,3
664,10.1109/cicc48029.2020.9075887,MLAccelerator,2020,inference compute prototype technology resistive emerging computation acceleration demonstrated efficiency,4
666,10.1145/3358700,MLAccelerator,2019,universal learning successful algorithms neural recognition increasingly enabling vision application,1
675,10.1109/TCAD.2020.3043731,MLAccelerator,2021,framework accelerators inference training compute integrated networks interface structures learning,16
676,10.1109/ISCA52012.2021.00083,MLAccelerator,2021,computation monolithic transistors revolution sustainable functional integration fabrication manufacturing different,3
677,10.1109/ISCA.2016.42,MLAccelerator,2016,accelerators applications recondition models emerging pattern conventionally processors usually efficient,27
679,10.1109/ISCA.2016.55,MLAccelerator,2016,probabilistic computing presents increasing systems bayesian applications sampling important especially,6
681,10.1109/JPROC.2020.3034117,MLAccelerator,2020,compute architectures computational realization provides efficient proposed conventional computations embedding,2
686,10.1109/JSSC.2021.3103603,MLAccelerator,2022,precision performance floating computations computing specialized accelerators systems inference efficient,2
688,10.1103/PhysRevX.9.021032,MLAccelerator,2019,networks optical standard accelerators consumption generated interest photonic presents detection,32
693,10.1145/3352460.3358324,MLAccelerator,2019,processing bioinformatics accelerating applications expressions existing routing accelerators automata efficiently,4
695,10.1109/TCAD.2022.3209949,MLAccelerator,2023,different applications hardware accelerators architecture space productivity framework common automatically,0
698,10.1016/j.suscom.2022.100742,MLAccelerator,2022,accelerators applications extensions design flexibility provides enables processing recognition detection,1
699,10.1109/TCSI.2023.3273188,MLAccelerator,2023,variability methodology network computation applications stochastic performance stochasticity baseline accelerators,0
706,10.1109/TCSI.2019.2960841,MLAccelerator,2020,traditional particular architectures architecture alternative integrated demonstrated $ prototypes product,2
707,10.1109/ISCA45697.2020.00075,MLAccelerator,2020,models improvements reduction learning time propagation increases networks temporary large,2
711,10.1109/VLSID.2019.00055,MLAccelerator,2019,efficient performance processing convolution resources convolutional especially technique complex computing,3
713,10.3390/electronics10080895,MLAccelerator,2021,capabilities intelligence implementations applications objective systems incorporate computational consumption processing,4
715,10.1109/iolts50870.2020.9159734,MLAccelerator,2020,mitigation computational complex precision certain models applications critical performance state,4
718,10.3390/electronics8060631,MLAccelerator,2019,training stochastic implementation optimization sequential vector svms traditional scale set,2
723,10.1109/PRIME55000.2022.9816810,MLAccelerator,2022,reconfigurable architectures neural computing recent popular years grained available prominent,1
729,10.1109/LSSC.2019.2934831,MLAccelerator,2019,computing capacitive coupling operations networks simultaneously multiplication parallel vector matrix,5
732,10.1109/TCAD.2020.3030610,MLAccelerator,2021,inference proposed computational executing design model dataset performance complete applications,1
735,10.1145/3394885.3431632,MLAccelerator,2021,computing techniques improvements present approximate research reconfigurable components multipliers generalized,3
741,10.1145/3233300,MLAccelerator,2018,processing consumption accelerators implemented convolutional techniques networks learning capacity large,2
742,10.1109/TVLSI.2019.2941250,MLAccelerator,2019,convolution processing performance technique accelerator efficient proposed applications management detection,4
748,10.1147/JRD.2019.2947373,MLAccelerator,2019,complex accelerators efficiency communication integration heterogeneous processing computing intelligence artificial,2
752,10.14778/3236187.3236188,MLAccelerator,2018,accelerators design analytics enhanced provides revolution advances databases learning independently,5
757,10.1109/TVLSI.2023.3282046,MLAccelerator,2023,processing accelerators efficiently multiplications computations elements relative importance sequence mechanism,0
759,10.1109/ISCA.2016.12,MLAccelerator,2016,operations convolutional involving accelerators networks learning typically large multiply number,173
763,10.1109/ISCA52012.2021.00011,MLAccelerator,2021,networks applications generally ubiquitous neural mobile maintaining technology devices immediate,2
770,10.1145/3477141,MLAccelerator,2022,communication applications current operations structured capability learning model data conventional,2
785,10.1145/3503465,MLAccelerator,2022,applications implemented programmable arrays learning innovations accelerators implement efficiently including,0
788,10.1016/j.sysarc.2019.01.007,MLAccelerator,2019,implementation development context reconfigurable applications emergence segment considerable structure processing,4
790,10.1016/j.neunet.2020.05.024,MLAccelerator,2020,initialization limitations accelerators functions function activation usually demonstrated implementations providing,2
791,10.1109/FCCM.2010.38,MLAccelerator,2010,processing connections application restricted building emerging machines computational potential scaling,3
793,10.1109/TVLSI.2016.2644279,MLAccelerator,2017,precision networks multilevel general purpose computing applications reconfigurable convolutional conventional,3
795,10.1109/ISCAS51556.2021.9401798,MLAccelerator,2021,accelerators performance integrated applications efficient intensive increasing processing primarily movement,2
797,10.1007/978-3-030-18656-2_20,MLAccelerator,2019,reconfigurable efficiency convolutional identification classification recognition networks computational efficient challenging,0
799,10.1016/j.future.2023.03.041,MLAccelerator,2023,performance systems software consumption based application computational computing accelerators increasing,0
806,10.1145/2749469.2750371,MLAccelerator,2015,approximation computing applications approaches correction emerging learning multimedia numerically difference,2
807,10.1016/j.nima.2016.07.054,MLAccelerator,2016,system approach cyclotron monitoring control training performance applications radioisotope radiopharmaceutical,1
813,10.1103/PhysRevLett.123.194801,MLAccelerator,2019,experiments presently stability stabilization transformation demanding enabling demonstrated current periodically,10
816,10.1007/s12200-022-00025-4,MLAccelerator,2022,computing applications processing memristive structure communication aggravating traditional demonstrated considered,1
824,10.1109/TCAD.2020.3022330,MLAccelerator,2021,proposed computations architecture dataflow convolutional networks learning computer cnns computation,1
